,Ocupação,Celular,Microcomputador,Internet no Comp,Internet no Celular,3G ou 4G,Banda Larga
82825,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
82827,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
82829,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
82840,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
82900,Alugado,Sim,Sim,Sim,Sim,Não,Sim
82934,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
82994,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
83098,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
83100,Próprio-Pago,Nao,Nao,,,,
83120,Próprio-Pago,Nao,Nao,,,,
83170,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
83176,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
83195,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
83230,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
83265,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
83284,Próprio-Pago,Sim,Nao,,,,
83423,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
83573,Próprio-Pago,Sim,Nao,,,,
83577,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
83881,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
84153,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
84396,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
84428,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
84431,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
84432,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
84435,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
84446,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
84486,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
84490,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
84494,Alugado,Sim,Sim,Não,Sim,Sim,Não
84633,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
84635,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
84636,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
84654,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
84661,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
84665,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
84731,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
84917,Alugado,Sim,Nao,,Sim,Sim,Não
84952,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
84960,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
84968,Próprio-Pago,Sim,Sim,Não,,,
85067,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85118,Próprio-Pago,Sim,Nao,,Sim,Sim,Sim
85119,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Sim
85152,Próprio-Pago,Sim,Sim,Não,,,
85158,Alugado,Sim,Sim,Não,Sim,Sim,Sim
85161,Próprio-Pago,Sim,Nao,,,,
85203,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85215,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85335,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85339,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85341,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85351,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85356,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85358,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85363,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85365,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
85376,Alugado,Sim,Nao,,,,
85382,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85383,Próprio-Pago,Sim,Nao,,,,
85384,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85387,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85398,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85402,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85403,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85404,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85406,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85427,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85428,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85444,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
85447,Alugado,Nao,Nao,,,,
85448,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85460,Alugado,Sim,Nao,,,,
85491,Cedido-Outros,Nao,Nao,,,,
85505,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85506,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85512,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
85517,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
85524,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85533,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85537,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85561,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85589,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85596,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85603,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
85606,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
85607,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85611,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85612,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85641,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
85647,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
85794,Próprio-Pago,Sim,Nao,,,,
86139,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
86265,Alugado,Sim,Sim,Não,Sim,Sim,Não
86300,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
86304,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
86309,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
86316,Próprio-Pago,Sim,Nao,,,,
86326,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
86346,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
86350,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
86417,Próprio-Pago,Sim,Sim,Não,,,
86590,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
86641,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
86692,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
86713,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Não
86730,Alugado,Sim,Sim,Sim,Sim,Sim,Não
86735,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
86736,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
86772,Alugado,Sim,Sim,Sim,Sim,Sim,Não
86828,Próprio-Pago,Sim,Nao,,,,
86895,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
86922,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87065,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87070,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87077,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87088,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87089,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87091,Próprio-Pago,Sim,Nao,,,,
87095,Próprio-Pago,Sim,Nao,,,,
87130,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87131,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87136,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87138,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
87139,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87144,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87150,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87154,Próprio-Pago,Sim,Sim,Sim,Não,Sim,Sim
87156,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87158,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87163,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87165,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87170,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87173,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87174,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87188,Alugado,Sim,Nao,,,,
87198,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87201,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87203,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87204,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87209,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87213,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87214,Próprio-Pago,Sim,Sim,Não,,,
87216,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87217,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87218,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87223,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87224,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87225,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87228,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87237,Próprio-Pago,Sim,Nao,,,,
87239,Próprio-Pago,Sim,Nao,,,,
87241,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87243,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
87244,Próprio-Pago,Sim,Nao,,,,
87246,Próprio-Pago,Sim,Nao,,,,
87259,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
87260,Próprio-Pago,Nao,Nao,,,,
87263,Alugado,Sim,Nao,,,,
87268,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87281,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87288,Próprio-Pago,Sim,Nao,,,,
87292,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87295,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87297,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87304,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87307,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87314,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
87321,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87324,Próprio-Pago,Sim,Nao,,,,
87327,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87331,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87332,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87334,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87335,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87336,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87337,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87338,Próprio-Pago,Nao,Sim,Sim,Não,Não,Sim
87339,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87340,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87364,Alugado,Sim,Sim,Sim,Não,Não,Sim
87372,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87381,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87390,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87391,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87395,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87396,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87397,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87398,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87399,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87402,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87405,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87409,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87417,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87423,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87425,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87427,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87428,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87438,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87439,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87441,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87454,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87455,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87457,Próprio-Pago,Sim,Nao,,,,
87458,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87460,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87467,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87469,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87471,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87475,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87484,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87489,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87497,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87501,Próprio-Pago,Nao,Nao,,,,
87502,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87508,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87509,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87510,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87511,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87514,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87516,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87521,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87538,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
87542,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87549,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87553,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87563,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87578,Próprio-Pago,Sim,Nao,,,,
87589,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87590,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87593,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87635,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87637,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87639,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87643,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87655,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87660,Próprio-Pago,Sim,Nao,,,,
87675,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87699,Cedido-Outros,Sim,Sim,Sim,Sim,Não,Sim
87701,Próprio-Pago,Nao,Nao,,,,
87702,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87703,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87704,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87706,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87710,Cedido-Outros,Sim,Sim,Sim,Sim,Não,Sim
87711,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87713,Alugado,Nao,Sim,Sim,Não,Não,Sim
87716,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87720,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87723,Próprio-Pago,Sim,Nao,,,,
87725,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87727,Próprio-Pago,Sim,Nao,,,,
87729,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87731,Cedido-Outros,Sim,Sim,Sim,Não,Não,Sim
87737,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87738,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87741,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87747,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87752,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87755,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87760,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87765,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87766,Alugado,Sim,Nao,,,,
87768,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
87769,Próprio-Pago,Sim,Sim,Não,,,
87775,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87776,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87784,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87785,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87786,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87787,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87790,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87792,Próprio-Pago,Sim,Nao,,,,
87794,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87797,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87803,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87807,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87809,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87829,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87833,Cedido-Outros,Sim,Nao,,,,
87840,Próprio-Pago,Nao,Nao,,,,
87851,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87857,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
87858,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87859,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
87865,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
87867,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87868,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
87869,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87871,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87874,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87878,Próprio-NPago,Sim,Nao,,Sim,Sim,Não
87887,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87890,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87891,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87899,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87908,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87912,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87913,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
87919,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87922,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87925,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87930,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87932,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87934,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87938,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87946,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
87948,Alugado,Sim,Sim,Sim,Não,Não,Sim
87951,Alugado,Sim,Sim,Sim,Sim,Não,Sim
87960,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
87961,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87962,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87977,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
87984,Próprio-Pago,Nao,Nao,,,,
87995,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
88047,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
88208,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88209,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88211,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88213,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88216,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88246,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88261,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88271,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88272,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88273,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88274,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88276,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88277,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88278,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88290,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88293,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88297,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88298,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88299,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
88312,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
88328,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88331,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88335,Próprio-Pago,Sim,Sim,Não,,,
88402,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88405,Próprio-Pago,Sim,Nao,,,,
88407,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88408,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
88417,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
88496,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
88537,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
88582,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88608,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
88645,Próprio-Pago,Sim,Sim,Não,,,
88657,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
88744,Próprio-Pago,Sim,Nao,,Sim,Sim,Sim
88781,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
88833,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
88872,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88918,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
88922,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88936,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88939,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88944,Próprio-Pago,Nao,Sim,Sim,Não,Sim,Não
88951,Próprio-Pago,Sim,Nao,,,,
88965,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88980,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88983,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88991,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88998,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
88999,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89002,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89003,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
89004,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89010,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
89022,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89024,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89025,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
89029,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
89032,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
89087,Alugado,Sim,Sim,Sim,Sim,Sim,Não
89106,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
89143,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
89151,Próprio-Pago,Sim,Sim,Não,Sim,Não,Sim
89152,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89155,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
89157,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89163,Próprio-Pago,Sim,Nao,,Sim,Sim,Sim
89164,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89167,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89169,Alugado,Sim,Sim,Sim,Sim,Sim,Não
89176,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
89223,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89224,Próprio-Pago,Sim,Nao,,,,
89226,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
89228,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89229,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89231,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
89235,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89236,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89285,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89319,Alugado,Sim,Nao,,,,
89385,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
89430,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
89461,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
89540,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
89617,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
89771,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
89776,Próprio-Pago,Sim,Nao,,,,
89778,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
89807,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Não
89817,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
89836,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
89855,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
89955,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
90052,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
90127,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
90129,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
90131,Próprio-Pago,Sim,Nao,,,,
90133,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
90134,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
90135,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
90148,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
90150,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
90173,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
